tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
70,75.5,5212.65,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
33,54.6,1803.7,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0
2,90.35,190.5,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
26,78.8,2006.1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
72,94.65,6747.35,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
72,109.55,8165.1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0
51,81.15,4126.2,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0
44,61.9,2924.05,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
7,93.85,635.6,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
9,50.1,484.05,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
20,59.2,1191.2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
24,79.85,1857.75,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
19,60.6,1297.8,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
14,80.45,1072.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
72,71.45,5025.85,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
15,64.85,950.75,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
48,29.9,1388.75,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
61,99.15,6010.05,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
4,50.85,239.55,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,86.6,86.6,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
7,48.7,340.25,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,55.5,934.15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
72,117.5,8670.1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
59,109.15,6557.75,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
2,44.3,89.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70,64.95,4523.25,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
23,86.8,1975.85,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
62,113.95,6891.4,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1
17,25.65,440.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,95.4,3474.2,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
3,25.25,58.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,73.1,4144.9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
67,69.35,4653.25,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
9,99.3,918.75,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0
5,70.05,302.6,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10,72.15,794.25,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
70,45.25,3264.45,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
46,108.9,4854.3,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0
52,57.95,3042.25,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
59,69.1,4096.9,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
72,86.65,6224.8,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
6,98.15,567.45,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0
15,56.15,931.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24,40.65,933.3,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
26,98.1,2510.7,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
13,54.15,701.05,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,85.55,187.45,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
52,39.1,1982.1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
9,29.95,248.95,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,69.9,69.9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
16,80.55,1248.9,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
72,108.1,7774.05,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
48,103.25,5037.55,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0
1,74.6,74.6,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
63,108.25,6780.1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
15,64.65,994.55,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
58,50.0,2919.85,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1
65,99.35,6347.55,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0
57,104.9,5913.95,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
66,109.25,7082.5,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
72,110.65,8065.65,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
12,44.55,480.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
61,118.6,7365.7,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
62,86.1,5215.25,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0
67,100.9,6733.15,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0
69,110.25,7467.55,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
16,74.3,1178.25,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
72,79.35,5753.25,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
45,93.9,4200.25,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
12,84.5,916.9,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
46,60.75,2893.4,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0
67,104.0,7039.05,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0
51,107.45,5680.9,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
54,55.0,3092.65,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
45,81.0,3533.6,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1
1,81.7,81.7,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
18,94.75,1691.9,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
54,114.65,6049.5,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
4,70.4,281.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
63,84.0,5329.55,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
63,80.3,4995.35,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0
32,106.35,3520.75,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
16,50.15,762.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3,75.85,256.6,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
7,74.9,541.15,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
34,64.35,2053.05,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
1,44.9,44.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,45.35,141.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,104.2,3243.45,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
42,106.15,4512.7,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0
1,70.25,70.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
61,96.5,5673.7,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
46,101.1,4674.4,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
10,99.85,990.9,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0
3,63.6,155.65,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
14,76.1,1054.8,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
29,74.95,2149.05,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
29,99.05,2952.85,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
68,110.2,7467.5,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0
11,44.65,472.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,80.45,3375.9,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
43,29.3,1224.05,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59,66.4,3958.2,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
45,89.3,4192.15,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
8,66.25,546.45,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
23,99.95,2292.75,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0
18,99.85,1776.95,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
56,98.0,5270.6,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
7,51.3,419.35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3,74.25,210.3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
4,72.2,305.55,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
72,91.95,6614.9,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
48,34.7,1604.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
65,105.05,6744.25,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0
19,45.0,865.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,110.45,7982.5,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
52,95.7,4976.15,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0
44,61.5,2722.2,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
11,70.2,760.05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
69,110.55,7610.1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1
51,86.35,4267.15,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
54,61.0,3283.05,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0
39,59.85,2341.5,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
63,103.5,6479.4,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
69,113.25,7895.15,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
12,76.6,893.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,54.3,54.3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,60.15,60.15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
52,79.2,4016.3,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
2,95.65,167.3,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
32,74.9,2303.35,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
39,104.7,4134.85,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
1,69.55,69.55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,90.45,5825.5,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
9,90.1,816.8,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
3,80.1,217.55,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
38,83.9,3233.6,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
33,79.15,2531.4,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
5,94.45,498.1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
38,103.65,3988.5,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
64,108.5,6880.85,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1
12,96.05,1148.1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
62,108.15,6825.65,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
1,91.3,91.3,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
10,55.55,551.3,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
70,76.95,5289.8,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
15,58.6,939.7,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
3,105.9,334.65,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
2,30.25,63.75,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
49,100.65,4917.75,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0
38,81.0,3084.9,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
56,109.8,6109.65,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
46,98.85,4564.9,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
46,95.25,4424.2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
11,80.5,896.9,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
14,89.95,1178.4,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
54,101.5,5373.1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0
72,66.75,4760.3,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
35,101.4,3496.3,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
3,50.4,137.25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,94.9,273.2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
66,56.75,3708.4,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0
25,95.15,2395.7,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
23,73.65,1642.75,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0
1,85.45,85.45,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
17,64.7,1093.1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6,80.5,463.05,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
5,81.0,389.6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
63,80.3,4896.35,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
46,81.0,3846.35,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
24,84.35,1938.05,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
66,91.7,6075.9,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
11,74.95,825.7,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
39,40.3,1630.4,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
3,95.2,292.85,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
8,55.75,446.8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
72,109.7,7898.45,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
37,91.2,3382.3,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,85.0,85.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
70,67.95,4664.15,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
33,107.55,3645.5,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
8,44.45,369.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,103.1,6595.0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0
36,70.7,2511.95,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
41,79.85,3320.75,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
48,64.4,3035.35,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
30,44.5,1307.8,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
24,49.3,1233.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
21,75.9,1549.75,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
18,74.15,1387.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
22,69.25,1554.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35,40.9,1383.6,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
2,94.2,167.5,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
3,80.0,241.3,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
68,96.55,6581.9,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
72,112.25,8041.65,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
12,54.2,690.5,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,75.35,273.4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
15,93.35,1444.65,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
6,85.35,489.45,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
47,73.6,3522.65,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0
2,70.75,154.85,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,56.05,0.0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0
24,90.35,2238.5,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
14,74.3,1096.25,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
23,49.7,1081.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,69.6,69.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
11,95.15,997.65,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
5,40.0,223.45,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
32,93.95,2861.45,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
71,90.55,6239.05,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
18,96.05,1740.7,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
18,84.3,1537.9,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2,45.35,89.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,44.15,44.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,75.85,854.45,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
38,66.15,2522.4,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
4,65.55,237.2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
72,77.35,5396.25,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
2,44.45,82.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,103.3,2012.7,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0
41,70.2,2894.55,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1
45,70.05,3062.45,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
49,109.2,5290.45,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
47,110.85,5275.8,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0
13,30.15,382.2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56,104.55,5794.65,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
15,76.5,1155.6,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
46,74.8,3548.3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2,67.75,116.65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
21,86.55,1857.25,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
24,104.65,2542.45,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
2,69.95,143.9,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,100.0,1534.75,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
49,106.65,5174.35,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0
3,98.7,293.65,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
13,81.15,952.3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
58,93.4,5435.6,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
70,111.15,7737.55,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1
3,35.15,99.75,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
13,95.25,1233.65,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
71,76.9,5522.7,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0
20,96.8,1826.7,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
34,97.7,3410.0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
4,46.0,181.6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,59.9,542.4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
33,88.95,3027.65,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
65,59.95,3921.1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0
41,106.5,4282.4,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0
71,108.05,7532.15,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0
49,49.65,2409.9,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0
22,100.65,2415.95,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
12,78.85,876.75,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0
51,80.75,4116.9,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
22,76.0,1783.6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
7,98.05,713.0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
8,43.55,335.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,48.75,48.75,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
67,109.9,7332.4,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0
69,79.45,5502.55,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0
57,58.75,3437.45,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
70,57.8,4039.3,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
6,85.95,514.6,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,76.2,76.2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
21,99.15,1956.4,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
13,48.75,633.4,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1,69.95,69.95,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
41,74.25,3089.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
43,94.5,4156.8,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
7,71.05,472.65,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
72,105.0,7589.8,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
